pet_type,symptoms,condition,advice,urgency,home_care
Dog,"seizures muscle_twitching sudden_collapse paddling_legs","Epilepsy","Seizure disorder. Keep record of frequency and duration.","urgent","Do not hold dog during seizure. Time the episode. Call vet."
Dog,"unconscious paddling_legs seizures drooling","Epilepsy","Seizure disorder. Keep record of frequency and duration.","urgent","Do not hold dog during seizure. Time the episode. Call vet."
Dog,"muscle_twitching sudden_collapse unconscious seizures","Epilepsy","Seizure disorder. Keep record of frequency and duration.","urgent","Do not hold dog during seizure. Time the episode. Call vet."
Dog,"paddling_legs seizures drooling sudden_collapse","Epilepsy","Seizure disorder. Keep record of frequency and duration.","urgent","Do not hold dog during seizure. Time the episode. Call vet."
Dog,"drooling unconscious muscle_twitching seizures","Epilepsy","Seizure disorder. Keep record of frequency and duration.","urgent","Do not hold dog during seizure. Time the episode. Call vet."
Dog,"seizures sudden_collapse paddling_legs unconscious","Epilepsy","Seizure disorder. Keep record of frequency and duration.","urgent","Do not hold dog during seizure. Time the episode. Call vet."
Dog,"muscle_twitching drooling seizures paddling_legs","Epilepsy","Seizure disorder. Keep record of frequency and duration.","urgent","Do not hold dog during seizure. Time the episode. Call vet."
Dog,"unconscious seizures sudden_collapse drooling","Epilepsy","Seizure disorder. Keep record of frequency and duration.","urgent","Do not hold dog during seizure. Time the episode. Call vet."
Dog,"paddling_legs muscle_twitching unconscious sudden_collapse","Epilepsy","Seizure disorder. Keep record of frequency and duration.","urgent","Do not hold dog during seizure. Time the episode. Call vet."
Dog,"diarrhea vomiting drooling seizures","Poisoning","Critical emergency. Note anything the dog may have eaten.","urgent","Go to emergency vet immediately. Do NOT induce vomiting."
Dog,"drooling seizures collapse vomiting","Poisoning","Critical emergency. Note anything the dog may have eaten.","urgent","Go to emergency vet immediately. Do NOT induce vomiting."
Dog,"vomiting trembling collapse drooling","Poisoning","Critical emergency. Note anything the dog may have eaten.","urgent","Go to emergency vet immediately. Do NOT induce vomiting."
Dog,"seizures drooling diarrhea rapid_heartbeat","Poisoning","Critical emergency. Note anything the dog may have eaten.","urgent","Go to emergency vet immediately. Do NOT induce vomiting."
Dog,"collapse vomiting drooling seizures","Poisoning","Critical emergency. Note anything the dog may have eaten.","urgent","Go to emergency vet immediately. Do NOT induce vomiting."
Dog,"trembling diarrhea seizures vomiting","Poisoning","Critical emergency. Note anything the dog may have eaten.","urgent","Go to emergency vet immediately. Do NOT induce vomiting."
Dog,"drooling rapid_heartbeat collapse trembling","Poisoning","Critical emergency. Note anything the dog may have eaten.","urgent","Go to emergency vet immediately. Do NOT induce vomiting."
Dog,"seizures vomiting trembling diarrhea","Poisoning","Critical emergency. Note anything the dog may have eaten.","urgent","Go to emergency vet immediately. Do NOT induce vomiting."
Dog,"collapse drooling rapid_heartbeat vomiting","Poisoning","Critical emergency. Note anything the dog may have eaten.","urgent","Go to emergency vet immediately. Do NOT induce vomiting."
Dog,"diarrhea trembling drooling collapse","Poisoning","Critical emergency. Note anything the dog may have eaten.","urgent","Go to emergency vet immediately. Do NOT induce vomiting."
Dog,"scratching head_shaking ear_odor ear_discharge","Ear Infection","Ear infection or mites likely.","next_morning","Clean outer ear gently. Do not insert cotton buds."
Dog,"ear_odor head_shaking scratching redness","Ear Infection","Ear infection or mites likely.","next_morning","Clean outer ear gently. Do not insert cotton buds."
Dog,"ear_discharge scratching head_shaking discomfort","Ear Infection","Ear infection or mites likely.","next_morning","Clean outer ear gently. Do not insert cotton buds."
Dog,"head_shaking ear_odor ear_discharge itching","Ear Infection","Ear infection or mites likely.","next_morning","Clean outer ear gently. Do not insert cotton buds."
Dog,"scratching redness ear_discharge head_shaking","Ear Infection","Ear infection or mites likely.","next_morning","Clean outer ear gently. Do not insert cotton buds."
Dog,"ear_odor itching discomfort head_shaking","Ear Infection","Ear infection or mites likely.","next_morning","Clean outer ear gently. Do not insert cotton buds."
Dog,"ear_discharge ear_odor scratching redness","Ear Infection","Ear infection or mites likely.","next_morning","Clean outer ear gently. Do not insert cotton buds."
Dog,"head_shaking discomfort ear_discharge itching","Ear Infection","Ear infection or mites likely.","next_morning","Clean outer ear gently. Do not insert cotton buds."
Dog,"scratching ear_odor redness ear_discharge","Ear Infection","Ear infection or mites likely.","next_morning","Clean outer ear gently. Do not insert cotton buds."
Dog,"itching head_shaking ear_odor discomfort","Ear Infection","Ear infection or mites likely.","next_morning","Clean outer ear gently. Do not insert cotton buds."
Dog,"excessive_licking paw_chewing red_paws hair_loss","Allergies","Environmental or food allergy causing skin reaction.","next_morning","Identify and remove allergen. Antihistamines from vet."
Dog,"paw_chewing red_paws sneezing excessive_licking","Allergies","Environmental or food allergy causing skin reaction.","next_morning","Identify and remove allergen. Antihistamines from vet."
Dog,"hair_loss excessive_licking skin_redness paw_chewing","Allergies","Environmental or food allergy causing skin reaction.","next_morning","Identify and remove allergen. Antihistamines from vet."
Dog,"red_paws sneezing paw_chewing excessive_licking","Allergies","Environmental or food allergy causing skin reaction.","next_morning","Identify and remove allergen. Antihistamines from vet."
Dog,"excessive_licking hair_loss red_paws skin_redness","Allergies","Environmental or food allergy causing skin reaction.","next_morning","Identify and remove allergen. Antihistamines from vet."
Dog,"paw_chewing excessive_licking sneezing hair_loss","Allergies","Environmental or food allergy causing skin reaction.","next_morning","Identify and remove allergen. Antihistamines from vet."
Dog,"skin_redness red_paws excessive_licking paw_chewing","Allergies","Environmental or food allergy causing skin reaction.","next_morning","Identify and remove allergen. Antihistamines from vet."
Dog,"sneezing hair_loss paw_chewing red_paws","Allergies","Environmental or food allergy causing skin reaction.","next_morning","Identify and remove allergen. Antihistamines from vet."
Dog,"excessive_licking skin_redness paw_chewing sneezing","Allergies","Environmental or food allergy causing skin reaction.","next_morning","Identify and remove allergen. Antihistamines from vet."
Dog,"red_paws hair_loss excessive_licking skin_redness","Allergies","Environmental or food allergy causing skin reaction.","next_morning","Identify and remove allergen. Antihistamines from vet."
Dog,"kennel_cough honking_cough gagging lethargy","Kennel Cough","Highly contagious respiratory infection in dogs.","next_morning","Isolate from other dogs. Rest and hydration. Vet for antibiotics."
Dog,"honking_cough gagging nasal_discharge sneezing","Kennel Cough","Highly contagious respiratory infection in dogs.","next_morning","Isolate from other dogs. Rest and hydration. Vet for antibiotics."
Dog,"lethargy kennel_cough honking_cough loss_of_appetite","Kennel Cough","Highly contagious respiratory infection in dogs.","next_morning","Isolate from other dogs. Rest and hydration. Vet for antibiotics."
Dog,"gagging honking_cough sneezing lethargy","Kennel Cough","Highly contagious respiratory infection in dogs.","next_morning","Isolate from other dogs. Rest and hydration. Vet for antibiotics."
Dog,"nasal_discharge kennel_cough gagging honking_cough","Kennel Cough","Highly contagious respiratory infection in dogs.","next_morning","Isolate from other dogs. Rest and hydration. Vet for antibiotics."
Dog,"sneezing lethargy kennel_cough gagging","Kennel Cough","Highly contagious respiratory infection in dogs.","next_morning","Isolate from other dogs. Rest and hydration. Vet for antibiotics."
Dog,"honking_cough nasal_discharge lethargy kennel_cough","Kennel Cough","Highly contagious respiratory infection in dogs.","next_morning","Isolate from other dogs. Rest and hydration. Vet for antibiotics."
Dog,"gagging sneezing honking_cough nasal_discharge","Kennel Cough","Highly contagious respiratory infection in dogs.","next_morning","Isolate from other dogs. Rest and hydration. Vet for antibiotics."
Dog,"kennel_cough lethargy gagging sneezing","Kennel Cough","Highly contagious respiratory infection in dogs.","next_morning","Isolate from other dogs. Rest and hydration. Vet for antibiotics."
Dog,"honking_cough kennel_cough nasal_discharge gagging","Kennel Cough","Highly contagious respiratory infection in dogs.","next_morning","Isolate from other dogs. Rest and hydration. Vet for antibiotics."
Dog,"hip_pain difficulty_rising bunny_hopping lameness","Hip Dysplasia","Abnormal hip joint development causing pain and lameness.","next_morning","Weight management. Joint supplements. Vet for pain relief."
Dog,"bunny_hopping hip_pain lameness reluctance_to_exercise","Hip Dysplasia","Abnormal hip joint development causing pain and lameness.","next_morning","Weight management. Joint supplements. Vet for pain relief."
Dog,"lameness difficulty_rising hip_pain stiffness","Hip Dysplasia","Abnormal hip joint development causing pain and lameness.","next_morning","Weight management. Joint supplements. Vet for pain relief."
Dog,"reluctance_to_exercise bunny_hopping hip_pain lameness","Hip Dysplasia","Abnormal hip joint development causing pain and lameness.","next_morning","Weight management. Joint supplements. Vet for pain relief."
Dog,"stiffness hip_pain difficulty_rising bunny_hopping","Hip Dysplasia","Abnormal hip joint development causing pain and lameness.","next_morning","Weight management. Joint supplements. Vet for pain relief."
Dog,"hip_pain lameness stiffness reluctance_to_exercise","Hip Dysplasia","Abnormal hip joint development causing pain and lameness.","next_morning","Weight management. Joint supplements. Vet for pain relief."
Dog,"difficulty_rising hip_pain bunny_hopping stiffness","Hip Dysplasia","Abnormal hip joint development causing pain and lameness.","next_morning","Weight management. Joint supplements. Vet for pain relief."
Dog,"bunny_hopping stiffness hip_pain difficulty_rising","Hip Dysplasia","Abnormal hip joint development causing pain and lameness.","next_morning","Weight management. Joint supplements. Vet for pain relief."
Dog,"lameness hip_pain reluctance_to_exercise stiffness","Hip Dysplasia","Abnormal hip joint development causing pain and lameness.","next_morning","Weight management. Joint supplements. Vet for pain relief."
Dog,"reluctance_to_exercise stiffness lameness hip_pain","Hip Dysplasia","Abnormal hip joint development causing pain and lameness.","next_morning","Weight management. Joint supplements. Vet for pain relief."
Dog,"excessive_barking destructive_behavior restlessness panting","Separation Anxiety","Anxiety disorder triggered by being left alone.","next_morning","Gradual alone-time training. Enrichment toys. Vet for anxiety meds."
Dog,"panting restlessness destructive_behavior excessive_barking","Separation Anxiety","Anxiety disorder triggered by being left alone.","next_morning","Gradual alone-time training. Enrichment toys. Vet for anxiety meds."
Dog,"destructive_behavior excessive_barking panting house_soiling","Separation Anxiety","Anxiety disorder triggered by being left alone.","next_morning","Gradual alone-time training. Enrichment toys. Vet for anxiety meds."
Dog,"restlessness house_soiling excessive_barking panting","Separation Anxiety","Anxiety disorder triggered by being left alone.","next_morning","Gradual alone-time training. Enrichment toys. Vet for anxiety meds."
Dog,"excessive_barking house_soiling destructive_behavior restlessness","Separation Anxiety","Anxiety disorder triggered by being left alone.","next_morning","Gradual alone-time training. Enrichment toys. Vet for anxiety meds."
Dog,"panting excessive_barking restlessness destructive_behavior","Separation Anxiety","Anxiety disorder triggered by being left alone.","next_morning","Gradual alone-time training. Enrichment toys. Vet for anxiety meds."
Dog,"house_soiling panting excessive_barking destructive_behavior","Separation Anxiety","Anxiety disorder triggered by being left alone.","next_morning","Gradual alone-time training. Enrichment toys. Vet for anxiety meds."
Dog,"destructive_behavior restlessness house_soiling excessive_barking","Separation Anxiety","Anxiety disorder triggered by being left alone.","next_morning","Gradual alone-time training. Enrichment toys. Vet for anxiety meds."
Dog,"excessive_barking panting house_soiling restlessness","Separation Anxiety","Anxiety disorder triggered by being left alone.","next_morning","Gradual alone-time training. Enrichment toys. Vet for anxiety meds."
Dog,"restlessness destructive_behavior panting house_soiling","Separation Anxiety","Anxiety disorder triggered by being left alone.","next_morning","Gradual alone-time training. Enrichment toys. Vet for anxiety meds."
Dog,"pale_gums lethargy weakness rapid_breathing loss_of_appetite","Blood Parasites","Tick-borne blood parasites causing anemia.","urgent","Go to emergency vet. Keep dog warm and still."
Dog,"anemia lethargy pale_gums fever weakness","Blood Parasites","Tick-borne blood parasites causing anemia.","urgent","Go to emergency vet. Keep dog warm and still."
Dog,"rapid_breathing weakness pale_gums anemia","Blood Parasites","Tick-borne blood parasites causing anemia.","urgent","Go to emergency vet. Keep dog warm and still."
Dog,"lethargy pale_gums rapid_heartbeat anemia","Blood Parasites","Tick-borne blood parasites causing anemia.","urgent","Go to emergency vet. Keep dog warm and still."
Dog,"fever pale_gums lethargy weakness anemia","Blood Parasites","Tick-borne blood parasites causing anemia.","urgent","Go to emergency vet. Keep dog warm and still."
Dog,"anemia rapid_breathing pale_gums lethargy","Blood Parasites","Tick-borne blood parasites causing anemia.","urgent","Go to emergency vet. Keep dog warm and still."
Dog,"weakness fever anemia pale_gums rapid_breathing","Blood Parasites","Tick-borne blood parasites causing anemia.","urgent","Go to emergency vet. Keep dog warm and still."
Dog,"pale_gums anemia rapid_heartbeat weakness","Blood Parasites","Tick-borne blood parasites causing anemia.","urgent","Go to emergency vet. Keep dog warm and still."
Dog,"rapid_heartbeat lethargy pale_gums anemia","Blood Parasites","Tick-borne blood parasites causing anemia.","urgent","Go to emergency vet. Keep dog warm and still."
Dog,"lethargy weakness fever pale_gums","Blood Parasites","Tick-borne blood parasites causing anemia.","urgent","Go to emergency vet. Keep dog warm and still."
Dog,"vomiting diarrhea loss_of_appetite weight_loss","Stomach Disorder","Gastrointestinal upset. Withhold food for 12 hours.","next_morning","Bland diet boiled chicken and rice. Monitor for 24 hours."
Dog,"nausea vomiting stomach_pain loose_stool","Stomach Disorder","Gastrointestinal upset. Withhold food for 12 hours.","next_morning","Bland diet boiled chicken and rice. Monitor for 24 hours."
Dog,"diarrhea loss_of_appetite bloating discomfort","Stomach Disorder","Gastrointestinal upset. Withhold food for 12 hours.","next_morning","Bland diet boiled chicken and rice. Monitor for 24 hours."
Dog,"vomiting stomach_pain not_eating loose_stool","Stomach Disorder","Gastrointestinal upset. Withhold food for 12 hours.","next_morning","Bland diet boiled chicken and rice. Monitor for 24 hours."
Dog,"diarrhea nausea weight_loss lethargy","Stomach Disorder","Gastrointestinal upset. Withhold food for 12 hours.","next_morning","Bland diet boiled chicken and rice. Monitor for 24 hours."
Dog,"loss_of_appetite bloating vomiting discomfort","Stomach Disorder","Gastrointestinal upset. Withhold food for 12 hours.","next_morning","Bland diet boiled chicken and rice. Monitor for 24 hours."
Dog,"stomach_pain diarrhea not_eating fatigue","Stomach Disorder","Gastrointestinal upset. Withhold food for 12 hours.","next_morning","Bland diet boiled chicken and rice. Monitor for 24 hours."
Dog,"loose_stool vomiting loss_of_appetite bloating","Stomach Disorder","Gastrointestinal upset. Withhold food for 12 hours.","next_morning","Bland diet boiled chicken and rice. Monitor for 24 hours."
Dog,"nausea stomach_pain diarrhea weight_loss","Stomach Disorder","Gastrointestinal upset. Withhold food for 12 hours.","next_morning","Bland diet boiled chicken and rice. Monitor for 24 hours."
Dog,"vomiting loose_stool discomfort not_eating","Stomach Disorder","Gastrointestinal upset. Withhold food for 12 hours.","next_morning","Bland diet boiled chicken and rice. Monitor for 24 hours."
Dog,"vomiting diarrhea pot_belly weight_loss visible_worms","Worms","Intestinal worm infestation. Deworming required.","next_morning","Deworming medication from vet. Keep area clean."
Dog,"pot_belly visible_worms weight_loss lethargy","Worms","Intestinal worm infestation. Deworming required.","next_morning","Deworming medication from vet. Keep area clean."
Dog,"diarrhea weight_loss visible_worms loss_of_appetite","Worms","Intestinal worm infestation. Deworming required.","next_morning","Deworming medication from vet. Keep area clean."
Dog,"scooting visible_worms pot_belly diarrhea","Worms","Intestinal worm infestation. Deworming required.","next_morning","Deworming medication from vet. Keep area clean."
Dog,"weight_loss lethargy visible_worms vomiting","Worms","Intestinal worm infestation. Deworming required.","next_morning","Deworming medication from vet. Keep area clean."
Dog,"pot_belly diarrhea loss_of_appetite scooting","Worms","Intestinal worm infestation. Deworming required.","next_morning","Deworming medication from vet. Keep area clean."
Dog,"visible_worms weight_loss vomiting lethargy","Worms","Intestinal worm infestation. Deworming required.","next_morning","Deworming medication from vet. Keep area clean."
Dog,"diarrhea pot_belly scooting weight_loss","Worms","Intestinal worm infestation. Deworming required.","next_morning","Deworming medication from vet. Keep area clean."
Dog,"loss_of_appetite visible_worms lethargy pot_belly","Worms","Intestinal worm infestation. Deworming required.","next_morning","Deworming medication from vet. Keep area clean."
Dog,"vomiting scooting diarrhea visible_worms","Worms","Intestinal worm infestation. Deworming required.","next_morning","Deworming medication from vet. Keep area clean."
Dog,"constant_scratching dandruff tiny_black_dots restlessness","Fleas","Flea infestation causing intense itching.","next_morning","Flea treatment from vet. Wash all bedding in hot water."
Dog,"tiny_black_dots constant_scratching restlessness hair_loss","Fleas","Flea infestation causing intense itching.","next_morning","Flea treatment from vet. Wash all bedding in hot water."
Dog,"dandruff restlessness constant_scratching skin_irritation","Fleas","Flea infestation causing intense itching.","next_morning","Flea treatment from vet. Wash all bedding in hot water."
Dog,"restlessness tiny_black_dots hair_loss constant_scratching","Fleas","Flea infestation causing intense itching.","next_morning","Flea treatment from vet. Wash all bedding in hot water."
Dog,"constant_scratching skin_irritation dandruff tiny_black_dots","Fleas","Flea infestation causing intense itching.","next_morning","Flea treatment from vet. Wash all bedding in hot water."
Dog,"hair_loss dandruff restlessness constant_scratching","Fleas","Flea infestation causing intense itching.","next_morning","Flea treatment from vet. Wash all bedding in hot water."
Dog,"tiny_black_dots skin_irritation constant_scratching dandruff","Fleas","Flea infestation causing intense itching.","next_morning","Flea treatment from vet. Wash all bedding in hot water."
Dog,"restlessness hair_loss tiny_black_dots constant_scratching","Fleas","Flea infestation causing intense itching.","next_morning","Flea treatment from vet. Wash all bedding in hot water."
Dog,"constant_scratching hair_loss skin_irritation restlessness","Fleas","Flea infestation causing intense itching.","next_morning","Flea treatment from vet. Wash all bedding in hot water."
Dog,"dandruff tiny_black_dots constant_scratching hair_loss","Fleas","Flea infestation causing intense itching.","next_morning","Flea treatment from vet. Wash all bedding in hot water."
Dog,"fur_loss scratching skin_redness dandruff","Skin Issue","Skin allergy or irritation.","next_morning","Brush coat daily. Medicated shampoo from vet."
Dog,"itching skin_redness hair_loss flaky_skin","Skin Issue","Skin allergy or irritation.","next_morning","Brush coat daily. Medicated shampoo from vet."
Dog,"dandruff scratching fur_loss dry_skin","Skin Issue","Skin allergy or irritation.","next_morning","Brush coat daily. Medicated shampoo from vet."
Dog,"skin_redness itching scaly_skin hair_loss","Skin Issue","Skin allergy or irritation.","next_morning","Brush coat daily. Medicated shampoo from vet."
Dog,"flaky_skin fur_loss scratching discomfort","Skin Issue","Skin allergy or irritation.","next_morning","Brush coat daily. Medicated shampoo from vet."
Dog,"dry_skin dandruff itching skin_irritation","Skin Issue","Skin allergy or irritation.","next_morning","Brush coat daily. Medicated shampoo from vet."
Dog,"hair_loss scaly_skin scratching redness","Skin Issue","Skin allergy or irritation.","next_morning","Brush coat daily. Medicated shampoo from vet."
Dog,"fur_loss skin_irritation dandruff itching","Skin Issue","Skin allergy or irritation.","next_morning","Brush coat daily. Medicated shampoo from vet."
Dog,"scratching dry_skin flaky_skin hair_loss","Skin Issue","Skin allergy or irritation.","next_morning","Brush coat daily. Medicated shampoo from vet."
Dog,"skin_redness fur_loss scaly_skin discomfort","Skin Issue","Skin allergy or irritation.","next_morning","Brush coat daily. Medicated shampoo from vet."
Dog,"fever shivering muscle_pain reluctance_to_move","Fever","High temperature indicates infection or inflammation.","next_morning","Keep dog cool. Offer water. Do not give human medicines."
Dog,"high_temperature shivering lethargy loss_of_appetite","Fever","High temperature indicates infection or inflammation.","next_morning","Keep dog cool. Offer water. Do not give human medicines."
Dog,"muscle_pain fever shivering not_eating","Fever","High temperature indicates infection or inflammation.","next_morning","Keep dog cool. Offer water. Do not give human medicines."
Dog,"lethargy high_temperature reluctance_to_move shivering","Fever","High temperature indicates infection or inflammation.","next_morning","Keep dog cool. Offer water. Do not give human medicines."
Dog,"shivering loss_of_appetite fever muscle_pain","Fever","High temperature indicates infection or inflammation.","next_morning","Keep dog cool. Offer water. Do not give human medicines."
Dog,"not_eating high_temperature shivering lethargy","Fever","High temperature indicates infection or inflammation.","next_morning","Keep dog cool. Offer water. Do not give human medicines."
Dog,"reluctance_to_move fever lethargy shivering","Fever","High temperature indicates infection or inflammation.","next_morning","Keep dog cool. Offer water. Do not give human medicines."
Dog,"muscle_pain shivering high_temperature not_eating","Fever","High temperature indicates infection or inflammation.","next_morning","Keep dog cool. Offer water. Do not give human medicines."
Dog,"fever lethargy muscle_pain loss_of_appetite","Fever","High temperature indicates infection or inflammation.","next_morning","Keep dog cool. Offer water. Do not give human medicines."
Dog,"shivering reluctance_to_move high_temperature lethargy","Fever","High temperature indicates infection or inflammation.","next_morning","Keep dog cool. Offer water. Do not give human medicines."
